Submodel_Name,Powertrain_Name,Powertrain_Link,Related_Models,Markets_Sold,EEC_segmentation,Body_Style,Traction,Length,Width,Height,Wheelbase,Weight,Engine_Manufacturer,Engine_Type,Fuel_Type,Fuel_System,Charge_System,Valves_Per_Cylinder,Additional_Features,Cylinders_Alignment,Displacement,Horsepower,Torque,Transmission,Transmission_Type,Number_Of_Gears,Top_Speed,0_100_kmh_(sec),ECE90_120_city_comb,EU_NEDC_Australia_ADR82,Battery_Capacity,Battery_Capacity_Net,E_Power_Cons_NEDC_comb,E_Power_Cons_WLTP_comb,E_Range_NEDC_comb,E_Range_WLTP_comb,E_Range_NEDC_city,E_Range_WLTP_city,Simulation_Based_Consumption
2004 Alfa Romeo 156 serie 2 Sedan ,Alfa Romeo 156 2.5 V6 24V (man. 6 speed),/car/2004/220055/alfa_romeo_156_2_5_v6_24v_distinctive_exclusive__lusso.html,,Europe        Australia,D (large cars),sedan,FWD (front-wheel drive),4435 mm / 174.6 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1355 kg / 2987 lbs,Alfa Romeo 119/11,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 3.1,V 6,2492 cm3 / 151.8 cui,141 kW / 192 PS / 189 hp  (ECE),218 Nm / 161 ft-lb,,manual,6,230 km/h / 143 mph,7.3, ,17.5 / 8.5 / 11.8 l/100km,,,,,,,,,8.9-10.7 / 15.2-18.2 / 10.1-12.1 / 12.3
2004 Alfa Romeo 156 serie 2 Sedan ,Alfa Romeo 156 2.5 V6 24V Q-system (aut. 4 speed),/car/2004/220070/alfa_romeo_156_2_5_v6_24v_distinctive_exclusive__lusso_q-system.html,,Europe        Australia,D (large cars),sedan,FWD (front-wheel drive),4435 mm / 174.6 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1405 kg / 3097 lbs,Alfa Romeo 119/11,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 3.1,V 6,2492 cm3 / 151.8 cui,141 kW / 192 PS / 189 hp  (ECE),218 Nm / 161 ft-lb,Aisin Q-System,automatic,4,227 km/h / 141 mph,8.5, ,17.5 / 8.6 / 11.9 l/100km,,,,,,,,,8.7-10.4 / 13.8-16.6 / 10.1-12.1 / 11.6
2004 Alfa Romeo 156 serie 2 Sedan ,Alfa Romeo 156 1.9 JTD (man. 5 speed),/car/2004/220595/alfa_romeo_156_1_9_jtd_impression_business__base.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4435 mm / 174.6 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1305 kg / 2877 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,2,"variable geometry turbo 1,0bar",Line 4,1910 cm3 / 116.7 cui,84.5 kW / 115 PS / 113 hp  (ECE),275 Nm / 203 ft-lb,,manual,5,191 km/h / 119 mph,10.3, ,7.8 / 4.7 / 5.8 l/100km,,,,,,,,,4.8-5.8 / 7.7-9.2 / 5.8-7 / 6.5
2004 Alfa Romeo 156 serie 2 Sedan ,Alfa Romeo 156 1.9 JTD 16V (man. 6 speed),/car/2004/220580/alfa_romeo_156_1_9_jtd_16v_impression_business__base.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4435 mm / 174.6 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1305 kg / 2877 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,variable geometry Garett GT1749V turbo 1.0bar,Line 4,1910 cm3 / 116.7 cui,103 kW / 140 PS / 138 hp  (ECE),305 Nm / 225 ft-lb,,manual,6,209 km/h / 130 mph,9.3, ,8 / 4.7 / 5.9 l/100km,,,,,,,,,4.8-5.8 / 8.1-9.7 / 5.4-6.5 / 6.6
2004 Alfa Romeo 156 serie 2 Sedan ,Alfa Romeo 156 2.4 JTD 20V (man. 6 speed),/car/2004/220115/alfa_romeo_156_2_4_jtd_20v_distinctive_exclusive__lusso.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4435 mm / 174.6 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1385 kg / 3053 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,variable geometry Garrett GT2256V turbo 1.0bar,Line 5,2387 cm3 / 145.9 cui,129 kW / 175 PS / 173 hp  (ECE),385 Nm / 284 ft-lb,,manual,6,225 km/h / 140 mph,8.3, ,8.8 / 5.3 / 6.6 l/100km,,,,,,,,,5.3-6.4 / 9.1-10.9 / 5.8-7 / 7.4
2004 Alfa Romeo 156 serie 2 Sportwagon ,Alfa Romeo 156 Sportwagon 1.6 Twin Spark 16V (man. 5 speed),/car/2004/220520/alfa_romeo_156_sportwagon_1_6_twin_spark_16v_impression_business__base.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4441 mm / 174.8 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1315 kg / 2899 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 7; twin spark,Line 4,1598 cm3 / 97.7 cui,88 kW / 120 PS / 118 hp  (ECE),146 Nm / 108 ft-lb,,manual,5,200 km/h / 124 mph,11, ,11.5 / 6.5 / 8.3 l/100km,,,,,,,,,7.3-8.8 / 10.5-12.6 / 8.8-10.6 / 9.3
2004 Alfa Romeo 156 serie 2 Sportwagon ,Alfa Romeo 156 Sportwagon 1.8 Twin Spark 16V (man. 5 speed),/car/2004/220160/alfa_romeo_156_sportwagon_1_8_twin_spark_16v_distinctive_exclusive__lusso.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4441 mm / 174.8 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1315 kg / 2899 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 7; twin spark,Line 4,1747 cm3 / 106.8 cui,103 kW / 140 PS / 138 hp  (ECE),163 Nm / 120 ft-lb,,manual,5,208 km/h / 129 mph,9.7, ,12.2 / 6.5 / 8.6 l/100km,,,,,,,,,7.4-8.9 / 11-13.2 / 8.9-10.7 / 9.6
2004 Alfa Romeo 156 serie 2 Sportwagon ,Alfa Romeo 156 Sportwagon (man. 5 speed),/car/2004/220415/alfa_romeo_156_sportwagon_2_0_jts_16v_progression_classic__turismo_or_veloce.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4441 mm / 174.8 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1335 kg / 2943 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,naturally aspirated,4,Bosch Motronic MED 7.1.1; twin spark,Line 4,1970 cm3 / 120.3 cui,121 kW / 165 PS / 162 hp  (ECE),206 Nm / 152 ft-lb,,manual,5,220 km/h / 137 mph,8.2, ,12.5 / 6.8 / 8.9 l/100km,,,,,,,,,7.1-8.5 / 11.1-13.3 / 8.5-10.2 / 9.4
2004 Alfa Romeo 156 serie 2 Sportwagon ,Alfa Romeo 156 Sportwagon 2.0 JTS 16V Selespeed (s-aut. 5 speed),/car/2004/220190/alfa_romeo_156_sportwagon_2_0_jts_16v_distinctive_exclusive__lusso_selespeed.html,,Europe        Australia,D (large cars),station wagon,FWD (front-wheel drive),4441 mm / 174.8 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1335 kg / 2943 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,naturally aspirated,4,Bosch Motronic MED 7.1.1; twin spark,Line 4,1970 cm3 / 120.3 cui,121 kW / 165 PS / 162 hp  (ECE),206 Nm / 152 ft-lb,Selespeed,semi-automatic (automated manual),5,220 km/h / 137 mph,8.2, ,12.5 / 6.8 / 8.9 l/100km,,,,,,,,,7.1-8.5 / 11.2-13.4 / 8.5-10.2 / 9.5
2004 Alfa Romeo 156 serie 2 Sportwagon ,Alfa Romeo 156 Sportwagon 2.5 V6 24V (man. 6 speed),/car/2004/220205/alfa_romeo_156_sportwagon_2_5_v6_24v_distinctive_exclusive__lusso.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4441 mm / 174.8 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1405 kg / 3097 lbs,Alfa Romeo 119/11,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 3.1,V 6,2492 cm3 / 151.8 cui,141 kW / 192 PS / 189 hp  (ECE),218 Nm / 161 ft-lb,,manual,6,230 km/h / 143 mph,7.4, ,17.8 / 8.6 / 12 l/100km,,,,,,,,,8.9-10.7 / 15.2-18.2 / 10.1-12.1 / 12.3
2004 Alfa Romeo 156 serie 2 Sportwagon ,Alfa Romeo 156 Sportwagon 2.5 V6 Q-system (aut. 4 speed),/car/2004/220220/alfa_romeo_156_sportwagon_2_5_v6_24v_distinctive_exclusive__lusso_q-system.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4441 mm / 174.8 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1455 kg / 3208 lbs,Alfa Romeo 119/11,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 3.1,V 6,2492 cm3 / 151.8 cui,141 kW / 192 PS / 189 hp  (ECE),218 Nm / 161 ft-lb,Aisin Q-System,automatic,4,227 km/h / 141 mph,8.5, ,18.1 / 8.8 / 12.2 l/100km,,,,,,,,,8.7-10.4 / 13.9-16.7 / 10-12 / 11.7
2004 Alfa Romeo 156 serie 2 Sportwagon ,Alfa Romeo 156 Sportwagon 1.9 JTD (man. 5 speed),/car/2004/220250/alfa_romeo_156_sportwagon_1_9_jtd_distinctive_exclusive__lusso.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4441 mm / 174.8 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1365 kg / 3009 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,2,"variable geometry turbo 1,0bar",Line 4,1910 cm3 / 116.7 cui,84.5 kW / 115 PS / 113 hp  (ECE),275 Nm / 203 ft-lb,,manual,5,191 km/h / 119 mph,10.7, ,7.9 / 4.9 / 6 l/100km,,,,,,,,,4.8-5.8 / 7.8-9.4 / 5.8-7 / 6.5
2004 Alfa Romeo 156 serie 2 Sportwagon ,Alfa Romeo 156 Sportwagon 1.9 JTD 16V (man. 6 speed),/car/2004/220535/alfa_romeo_156_sportwagon_1_9_jtd_16v_impression_business__base.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4441 mm / 174.8 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1310 kg / 2888 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,variable geometry Garett GT1749V turbo 1.0bar,Line 4,1910 cm3 / 116.7 cui,103 kW / 140 PS / 138 hp  (ECE),305 Nm / 225 ft-lb,,manual,6,209 km/h / 130 mph,9.7, ,8.2 / 4.8 / 6.1 l/100km,,,,,,,,,4.8-5.8 / 8.1-9.7 / 5.4-6.5 / 6.6
2004 Alfa Romeo 156 serie 2 Sportwagon ,Alfa Romeo 156 Sportwagon Q4 (man. 6 speed),/car/2004/220610/alfa_romeo_156_sportwagon_q4.html,,Europe,D (large cars),station wagon,"4x4 full-time (all-wheel drive permanent, torsen center differential)",4441 mm / 174.8 in,1743 mm / 68.6 in,1458 mm / 57.4 in,2597 mm / 102.2 in,1510 kg / 3329 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,variable geometry Garett GT1749V turbo 1.0bar,Line 4,1910 cm3 / 116.7 cui,110 kW / 150 PS / 148 hp  (ECE),305 Nm / 225 ft-lb,,manual,6,200 km/h / 124 mph,10.2, ,8.9 / 5.6 / 6.8 l/100km,,,,,,,,,5.5-6.6 / 8.9-10.7 / 6.5-7.8 / 7.4
2004 Alfa Romeo 156 serie 2 Sportwagon ,Alfa Romeo 156 Sportwagon 2.4 JTD 20V (man. 6 speed),/car/2004/220265/alfa_romeo_156_sportwagon_2_4_jtd_20v_distinctive_exclusive__lusso.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4441 mm / 174.8 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1435 kg / 3164 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,variable geometry Garrett GT2256V turbo 1.0bar,Line 5,2387 cm3 / 145.9 cui,129 kW / 175 PS / 173 hp  (ECE),305 Nm / 225 ft-lb,,manual,6,225 km/h / 140 mph,8.6, ,8.9 / 5.5 / 6.7 l/100km,,,,,,,,,5.1-6.1 / 8.4-10.1 / 5.7-6.8 / 6.9
2009 Alfa Romeo 159 Q4 Sedan ,Alfa Romeo 159 3.2 JTS V6 20V Q4 (man. 6 speed),/car/2009/1185260/alfa_romeo_159_3_2_jts_v6_20v_q4_turismo.html,,Europe,D (large cars),sedan,"4x4 full-time (all-wheel drive permanent, torsen center differential)",4660 mm / 183.5 in,1828 mm / 72 in,1452 mm / 57.2 in,2703 mm / 106.4 in,1610 kg / 3549 lbs,GM Holden Alloytec 3.2L 10HMA (GM High Feature series),spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,naturally aspirated,4,Bosch Motronic MED 7.6.2,V 6,3195 cm3 / 194.5 cui,191 kW / 260 PS / 256 hp  (ECE),322 Nm / 237 ft-lb,GM F40CR,manual,6,250 km/h / 155 mph,7, ,16.7 / 8.3 / 11.4 l/100km,,,,,,,,,8.9-10.7 / 16-19.2 / 10-12 / 12.7
2009 Alfa Romeo 159 Q4 Sedan ,Alfa Romeo 159 3.2 JTS V6 20V Q4 Q-Tronic (aut. 6 speed),/car/2009/1184675/alfa_romeo_159_3_2_jts_v6_20v_q4_turismo_q-tronic.html,,Europe,D (large cars),sedan,"4x4 full-time (all-wheel drive permanent, torsen center differential)",4660 mm / 183.5 in,1828 mm / 72 in,1452 mm / 57.2 in,2703 mm / 106.4 in,1630 kg / 3593 lbs,GM Holden Alloytec 3.2L 10HMA (GM High Feature series),spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,naturally aspirated,4,Bosch Motronic MED 7.6.2,V 6,3195 cm3 / 194.5 cui,191 kW / 260 PS / 256 hp  (ECE),322 Nm / 237 ft-lb,Aisin Warner TF-80SC,automatic,6,244 km/h / 152 mph,7.2, ,18.2 / 8.5 / 12.1 l/100km,,,,,,,,,8.9-10.7 / 16.8-20.2 / 9.8-11.8 / 13
2009 Alfa Romeo 159 Q4 Sedan ,Alfa Romeo 159 3.2 JTS V6 20V Q4 Ti (man. 6 speed),/car/2009/1185395/alfa_romeo_159_3_2_jts_v6_20v_q4_ti.html,,Europe        Australia,D (large cars),sedan,"4x4 full-time (all-wheel drive permanent, torsen center differential)",4660 mm / 183.5 in,1828 mm / 72 in,1432 mm / 56.4 in,2703 mm / 106.4 in,1610 kg / 3549 lbs,GM Holden Alloytec 3.2L 10HMA (GM High Feature series),spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,naturally aspirated,4,Bosch Motronic MED 7.6.2,V 6,3195 cm3 / 194.5 cui,191 kW / 260 PS / 256 hp  (ECE),322 Nm / 237 ft-lb,GM F40CR,manual,6,250 km/h / 155 mph,7, ,16.7 / 8.3 / 11.4 l/100km,,,,,,,,,8.8-10.6 / 15.9-19.1 / 9.8-11.8 / 12.6
2009 Alfa Romeo 159 Q4 Sedan ,Alfa Romeo 159 3.2 JTS V6 20V Q4 Ti Q-Tronic (aut. 6 speed),/car/2009/1185410/alfa_romeo_159_3_2_jts_v6_20v_q4_ti_q-tronic.html,,Europe        Australia,D (large cars),sedan,"4x4 full-time (all-wheel drive permanent, torsen center differential)",4660 mm / 183.5 in,1828 mm / 72 in,1432 mm / 56.4 in,2703 mm / 106.4 in,1630 kg / 3593 lbs,GM Holden Alloytec 3.2L 10HMA (GM High Feature series),spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,naturally aspirated,4,Bosch Motronic MED 7.6.2,V 6,3195 cm3 / 194.5 cui,191 kW / 260 PS / 256 hp  (ECE),322 Nm / 237 ft-lb,Aisin Warner TF-80SC,automatic,6,244 km/h / 152 mph,7.2, ,18.2 / 8.5 / 12.1 l/100km,,,,,,,,,8.8-10.6 / 16.7-20 / 9.6-11.5 / 12.9
2009 Alfa Romeo 159 Q4 Sedan ,Alfa Romeo 159 2.4 JTDm 20V Q4 (man. 6 speed),/car/2009/1184780/alfa_romeo_159_2_4_jdtm_20v_q4_turismo.html,,Europe,D (large cars),sedan,"4x4 full-time (all-wheel drive permanent, torsen center differential)",4660 mm / 183.5 in,1828 mm / 72 in,1452 mm / 57.2 in,2703 mm / 106.4 in,1645 kg / 3627 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,DOHC; Multijet; Garrett GT2256V variable geometry turbo 1.0bar; intercooler,Line 5,2387 cm3 / 145.9 cui,154.5 kW / 210 PS / 207 hp  (ECE),400 Nm / 295 ft-lb,GM F40WR,manual,6,227 km/h / 141 mph,8.3, ,9.7 / 5.8 / 7.2 l/100km,,,,,,,,,5.6-6.7 / 9.7-11.6 / 6.4-7.7 / 7.8
2009 Alfa Romeo 159 Q4 Sedan ,Alfa Romeo 159 2.4 JTDm 20V Q4 Ti (man. 6 speed),/car/2009/1185425/alfa_romeo_159_2_4_jdtm_20v_q4_ti.html,,Europe,D (large cars),sedan,"4x4 full-time (all-wheel drive permanent, torsen center differential)",4660 mm / 183.5 in,1828 mm / 72 in,1432 mm / 56.4 in,2703 mm / 106.4 in,1645 kg / 3627 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,DOHC; Multijet; Garrett GT2256V variable geometry turbo 1.0bar; intercooler,Line 5,2387 cm3 / 145.9 cui,154.5 kW / 210 PS / 207 hp  (ECE),400 Nm / 295 ft-lb,GM F40WR,manual,6,227 km/h / 141 mph,8.3, ,9.7 / 5.8 / 7.2 l/100km,,,,,,,,,5.6-6.7 / 9.6-11.5 / 6.3-7.6 / 7.8
2009 Alfa Romeo 159 Q4 Wagon ,Alfa Romeo 159 Sportwagon 3.2 JTS V6 20V Q4 (man. 6 speed),/car/2009/1185275/alfa_romeo_159_sportwagon_3_2_jts_v6_20v_q4_turismo.html,,Europe,D (large cars),station wagon,"4x4 full-time (all-wheel drive permanent, torsen center differential)",4660 mm / 183.5 in,1828 mm / 72 in,1452 mm / 57.2 in,2703 mm / 106.4 in,1660 kg / 3660 lbs,GM Holden Alloytec 3.2L 10HMA (GM High Feature series),spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,naturally aspirated,4,Bosch Motronic MED 7.6.2,V 6,3195 cm3 / 194.5 cui,191 kW / 260 PS / 256 hp  (ECE),322 Nm / 237 ft-lb,GM F40CR,manual,6,242 km/h / 150 mph,7.2, ,17 / 8.3 / 11.5 l/100km,,,,,,,,,9.1-10.9 / 16.1-19.3 / 10.2-12.2 / 12.8
2009 Alfa Romeo 159 Q4 Wagon ,Alfa Romeo 159 Sportwagon 3.2 JTS V6 20V Q4 Q-Tronic (aut. 6 speed),/car/2009/1185095/alfa_romeo_159_sportwagon_3_2_jts_v6_20v_q4_turismo_q-tronic.html,,Europe,D (large cars),station wagon,"4x4 full-time (all-wheel drive permanent, torsen center differential)",4660 mm / 183.5 in,1828 mm / 72 in,1452 mm / 57.2 in,2703 mm / 106.4 in,1680 kg / 3704 lbs,GM Holden Alloytec 3.2L 10HMA (GM High Feature series),spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,naturally aspirated,4,Bosch Motronic MED 7.6.2,V 6,3195 cm3 / 194.5 cui,191 kW / 260 PS / 256 hp  (ECE),322 Nm / 237 ft-lb,Aisin Warner TF-80SC,automatic,6,242 km/h / 150 mph,7.3, ,18.3 / 8.6 / 12.2 l/100km,,,,,,,,,9.1-10.9 / 16.9-20.3 / 9.9-11.9 / 13.2
2009 Alfa Romeo 159 Q4 Wagon ,Alfa Romeo 159 Sportwagon 3.2 JTS V6 20V Q4 Ti (man. 6 speed),/car/2009/1185545/alfa_romeo_159_sportwagon_3_2_jts_v6_20v_q4_ti.html,,Europe        Australia,D (large cars),station wagon,"4x4 full-time (all-wheel drive permanent, torsen center differential)",4660 mm / 183.5 in,1828 mm / 72 in,1432 mm / 56.4 in,2703 mm / 106.4 in,1660 kg / 3660 lbs,GM Holden Alloytec 3.2L 10HMA (GM High Feature series),spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,naturally aspirated,4,Bosch Motronic MED 7.6.2,V 6,3195 cm3 / 194.5 cui,191 kW / 260 PS / 256 hp  (ECE),322 Nm / 237 ft-lb,GM F40CR,manual,6,242 km/h / 150 mph,7.2, ,17 / 8.3 / 11.5 l/100km,,,,,,,,,9-10.8 / 16-19.2 / 10-12 / 12.7
2009 Alfa Romeo 159 Q4 Wagon ,Alfa Romeo 159 Sportwagon 3.2 JTS V6 20V Q4 Ti Q-Tronic (aut. 6 speed),/car/2009/1185560/alfa_romeo_159_sportwagon_3_2_jts_v6_20v_q4_ti_q-tronic.html,,Europe        Australia,D (large cars),station wagon,"4x4 full-time (all-wheel drive permanent, torsen center differential)",4660 mm / 183.5 in,1828 mm / 72 in,1432 mm / 56.4 in,2703 mm / 106.4 in,1680 kg / 3704 lbs,GM Holden Alloytec 3.2L 10HMA (GM High Feature series),spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,naturally aspirated,4,Bosch Motronic MED 7.6.2,V 6,3195 cm3 / 194.5 cui,191 kW / 260 PS / 256 hp  (ECE),322 Nm / 237 ft-lb,Aisin Warner TF-80SC,automatic,6,242 km/h / 150 mph,7.3, ,18.3 / 8.6 / 12.2 l/100km,,,,,,,,,9-10.8 / 16.7-20 / 9.8-11.8 / 13
2009 Alfa Romeo 159 Q4 Wagon ,Alfa Romeo 159 Sportwagon 2.4 JTDm 20V Q4 (man. 6 speed),/car/2009/1185110/alfa_romeo_159_sportwagon_2_4_jdtm_20v_q4_turismo.html,,Europe,D (large cars),station wagon,"4x4 full-time (all-wheel drive permanent, torsen center differential)",4660 mm / 183.5 in,1828 mm / 72 in,1452 mm / 57.2 in,2703 mm / 106.4 in,1695 kg / 3737 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,DOHC; Multijet; Garrett GT2256V variable geometry turbo 1.0bar; intercooler,Line 5,2387 cm3 / 145.9 cui,154.5 kW / 210 PS / 207 hp  (ECE),400 Nm / 295 ft-lb,GM F40WR,manual,6,225 km/h / 140 mph,8.5, ,9.9 / 5.9 / 7.4 l/100km,,,,,,,,,5.7-6.8 / 9.7-11.6 / 6.5-7.8 / 7.9
2009 Alfa Romeo 159 Q4 Wagon ,Alfa Romeo 159 Sportwagon 2.4 JTDm 20V Q4 Ti (man. 6 speed),/car/2009/1185575/alfa_romeo_159_sportwagon_2_4_jdtm_20v_q4_ti.html,,Europe,D (large cars),station wagon,"4x4 full-time (all-wheel drive permanent, torsen center differential)",4660 mm / 183.5 in,1828 mm / 72 in,1432 mm / 56.4 in,2703 mm / 106.4 in,1695 kg / 3737 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,DOHC; Multijet; Garrett GT2256V variable geometry turbo 1.0bar; intercooler,Line 5,2387 cm3 / 145.9 cui,154.5 kW / 210 PS / 207 hp  (ECE),400 Nm / 295 ft-lb,GM F40WR,manual,6,225 km/h / 140 mph,8.5, ,9.9 / 5.9 / 7.4 l/100km,,,,,,,,,5.6-6.7 / 9.6-11.5 / 6.4-7.7 / 7.8
2010 Alfa Romeo 159 Sedan ,Alfa Romeo 159 1.8 TBi 16V (man. 6 speed),/car/2010/1184660/alfa_romeo_159_1_8_tbi_16v.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4660 mm / 183.5 in,1828 mm / 72 in,1422 mm / 56 in,2703 mm / 106.4 in,1430 kg / 3153 lbs,Fiat,spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,turbocharger,4,DOHC; turbo,Line 4,1742 cm3 / 106.5 cui,147 kW / 200 PS / 197 hp  (ECE),320 Nm / 236 ft-lb,M32,manual,6,235 km/h / 146 mph,7.7, ,11.8 / 6 / 8.1 l/100km,,,,,,,,,7-8.4 / 12.1-14.5 / 8.3-10 / 9.8
2010 Alfa Romeo 159 Sedan ,Alfa Romeo 159 1.8 TBi 16V Ti (man. 6 speed),/car/2010/1185335/alfa_romeo_159_1_8_tbi_16v_ti.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4660 mm / 183.5 in,1828 mm / 72 in,1402 mm / 55.2 in,2703 mm / 106.4 in,1430 kg / 3153 lbs,Fiat,spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,turbocharger,4,DOHC; turbo,Line 4,1742 cm3 / 106.5 cui,147 kW / 200 PS / 197 hp  (ECE),320 Nm / 236 ft-lb,M32,manual,6,235 km/h / 146 mph,7.7, ,11.8 / 6 / 8.1 l/100km,,,,,,,,,6.9-8.3 / 12-14.4 / 8.1-9.7 / 9.7
2010 Alfa Romeo 159 Sedan ,Alfa Romeo 159 1.8 MPi 16V (man. 5 speed),/car/2010/1184615/alfa_romeo_159_1_8_mpi_16v.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4660 mm / 183.5 in,1828 mm / 72 in,1422 mm / 56 in,2703 mm / 106.4 in,1385 kg / 3053 lbs,GM F18D4 (Family 1),spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,DOHC; MPFI,Line 4,1796 cm3 / 109.5 cui,103 kW / 140 PS / 138 hp  (ECE),175 Nm / 129 ft-lb,,manual,5,208 km/h / 129 mph,10.2, ,10.3 / 6 / 7.6 l/100km,,,,,,,,,7.9-9.5 / 11.5-13.8 / 9.6-11.5 / 10.1
2010 Alfa Romeo 159 Sedan ,Alfa Romeo 159 1.9 JTDm Eco (man. 6 speed),/car/2010/1184690/alfa_romeo_159_1_9_jtdm_eco.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4660 mm / 183.5 in,1828 mm / 72 in,1422 mm / 56 in,2703 mm / 106.4 in,1480 kg / 3263 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,2,"SOHC; Garrett VGT17 variable geometry turbo 0,87bar; Multijet",Line 4,1910 cm3 / 116.7 cui,88 kW / 120 PS / 118 hp  (ECE),280 Nm / 206 ft-lb,M32,manual,6,197 km/h / 122 mph,10.7, ,6.6 / 4.4 / 5.2 l/100km,,,,,,,,,4.9-5.9 / 7.9-9.5 / 5.6-6.7 / 6.6
2010 Alfa Romeo 159 Sedan ,Alfa Romeo 159 1.9 JTDm 16V (man. 6 speed),/car/2010/1184810/alfa_romeo_159_1_9_jtdm_16v.html,,Europe        Australia,D (large cars),sedan,FWD (front-wheel drive),4660 mm / 183.5 in,1828 mm / 72 in,1422 mm / 56 in,2703 mm / 106.4 in,1490 kg / 3285 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,"DOHC; Bosch EDC16; Garrett GT1749V variable geometry turbo 1,0bar; intercooler",Line 4,1910 cm3 / 116.7 cui,110 kW / 150 PS / 148 hp  (ECE),320 Nm / 236 ft-lb,,manual,6,212 km/h / 132 mph,9.2, ,7.9 / 4.6 / 5.7 l/100km,,,,,,,,,4.9-5.9 / 8.1-9.7 / 5.5-6.6 / 6.7
